auditId,sourceLine,company,country,investmentFirm,sector,status,ownerCount,milestoneCount,sourceCount,proposedTargetCount,priority,score,flags,malformedDates,exactDuplicates,nearDuplicates,lowValueMilestones,recategoryCandidates,missingEntryOwners,missingExitOwners,sourceCoverage,sourceUrls,reviewerDecision,reviewerNotes
databank__united-states,5439,DataBank,United States,AustralianSuper,Digital,Active,4,6,6,current 2-5 target,none,8,,,,,,,,,,https://www.databank.com/about-databank/ | https://www.databank.com/resources/press-releases/databank-completes-first-phase-of-major-recapitalization/ | https://www.databank.com/resources/press-releases/databank-announces-2-0-billion-equity-raise-led-by-1-5-billion-investment-from-australiansuper/ | https://www.imcoinvest.com/articles/strategic-approach-to-digitalization-and-connectivity.html | https://www.digitalbridge.com/portfolio/databank | https://www.databank.com/resources/press-releases/digital-bridge-acquires-databank-launches-data-center-platform/,,
527-renewables-holdings-llc__united-states,5476,527 Renewables Holdings LLC,United States,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.axiuminfra.com/2022/02/02/february-2-2022-axium-infrastructure-acquires-a-diversified-portfolio-of-renewable-energy-assets/?lang=en | https://www.constellation.com/ | https://www.axiuminfra.com/wp-content/uploads/2022/02/Axium_Press-Release_CRP-Investment.pdf,,
agecare-facilities-portfolio__canada,5504,AgeCare Facilities Portfolio,Canada,Axium Infrastructure,Social Infra,Active,1,1,4,2-5 after research,medium,30,thin_scorecard,,,,,,,,,https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.axiuminfra.com/2020/01/08/agecare-and-axium-infrastructure-form-a-partnership-to-share-ownership-of-five-continuing-care-facilities-in-alberta/?lang=en | https://www.agecare.ca/ | https://www.axiuminfra.com/wp-content/uploads/2020/01/Website-Release_Project-Aster_Axium_en_Final.pdf,,
anthony-henday-drive-southeast__canada,5530,Anthony Henday Drive Southeast,Canada,Axium Infrastructure,Transportation,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.axiuminfra.com/news/page/9/?lang=en | https://majorprojects.alberta.ca/details/Anthony-Henday-Drive-Southeast-Leg/8330 | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_FieraAxiumInfrastructureCanadaLP_ProjectZapple_Nov302010.pdf,,
arbour-heights__canada,5559,Arbour Heights,Canada,Axium Infrastructure,Social Infra,Active,1,3,4,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.axiuminfra.com/2019/07/03/july-3-2019-joint-venture-of-revera-inc-and-axium-infrastructure-expands-with-acquisition-of-arbour-heights-long-term-care-home-in-kingston-ontario/?lang=en | https://www.axiuminfra.com/2018/04/30/april-30-2018-revera-and-axium-infrastructure-form-a-joint-venture-to-share-ownership-of-32-long-term-care-homes/?lang=en | https://reveraliving.com/en/live-with-us/ontario/kingston/arbour-heights | https://www.axiuminfra.com/wp-content/uploads/2019/07/Press-Release_Revera-Axium-consortium-acquires-Arbour-Heights_July-3-2019-1.pdf,,
aspire-at-west-campus__united-states,5587,Aspire at West Campus,United States,Axium Infrastructure,Social Infra,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2019/10/08/october-3-axium-acquires-graduate-student-housing-project-on-university-of-iowa-campus/?lang=en | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.liveataspireiowa.com/ | https://www.axiuminfra.com/wp-content/uploads/2019/10/Press-Release_Axium-Acquires-Graduate-Student-Housing-Project_October-2019.pdf,,
aurora-solar-portfolio__canada,5614,Aurora Solar Portfolio,Canada,Axium Infrastructure,Power & ET,Active,1,3,5,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2019/03/01/february-28-2019-axium-infrastructure-acquires-50-equity-interest-in-a-101-mw-dc-solar-portfolio-located-in-ontario/?lang=en | https://www.axiuminfra.com/2020/07/20/july-16-2020-axium-infrastructure-acquires-additional-50-equity-interest-in-a-101-mw-dc-solar-portfolio-located-in-ontario/?lang=en | https://www.axiuminfra.com/news/page/4/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2020/07/Aurora-Solar-II-Investment-Press-Release.pdf | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
autopistas-metropolitanas-de-puerto-rico-metropistas__united-states,5643,Autopistas Metropolitanas de Puerto Rico (Metropistas),United States,Axium Infrastructure,Transportation,Active,1,4,5,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.winston.com/en/insights-news/proximo-americas-deals-of-the-year-2020 | https://puertoricop3a.org/metropistas/ | https://www.p3.pr.gov/highways-pr-22-pr-5/highways-pr-22-pr-5 | https://www.metropistas.com/,,
axium-great-plains-wind-llc__united-states,5673,Axium Great Plains Wind LLC,United States,Axium Infrastructure,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.axiuminfra.com/news/page/4/?lang=en&order=ASC | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-01-20-axium-infrastructure-press-release.pdf | https://www.edpr.com/en,,
bluewave__united-states,5700,BlueWave,United States,Axium Infrastructure,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2022/05/12/may-12-2022-bluewave-acquired-by-axium-infrastructure-to-accelerate-growth-in-solar-and-energy-storage-development/?lang=en | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://bluewave.energy/ | https://www.axiuminfra.com/wp-content/uploads/2022/05/BlueWave-Axium-Press-Release_May-12_2022.pdf,,
cascade-power-project__canada,5727,Cascade Power Project,Canada,Axium Infrastructure,Power & ET,Active,2,5,5,current 2-5 target,none,4,,,,,,,,,,https://www.axiuminfra.com/2020/08/28/august-28-2020-axium-infrastructure-partners-with-industry-leaders-on-combined-cycle-natural-gas-fired-project-in-alberta/?lang=en | https://www.cascadepower.com/ | https://kineticor.ca/operation/cascade-power-project/ | https://www.cvcdif.com/news-insights/dif-capital-partners-invests-in-900-mw-canadian-power-project | https://iaac-aeic.gc.ca/050/evaluations/proj/80166,,
cedar-point-ii-wind-project__canada,5759,Cedar Point II Wind Project,Canada,Axium Infrastructure,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2024/06/18/june-18-2024-axium-infrastructure-acquires-equity-interest-in-100-mw-operational-wind-project/?lang=en | https://www.axiuminfra.com/news/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2024/06/Axium_News-Release_Cedar-Point-II-Wind.pdf | https://www.ieso.ca/,,
chum-research-centre-crchum__canada,5786,CHUM Research Centre (CRCHUM),Canada,Axium Infrastructure,Social Infra,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2010/05/26/may-26-2010-fiera-axium-infrastructure-achieves-financial-close-on-phase-1-of-the-chum-modernization-project/?lang=en | https://crchum.chumontreal.qc.ca/en | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_FieraAxiumInfrastructureCanadaLP_CRCHUM_ProjectClosingRelease_May262010.pdf | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_FAICLP_FundClosing_February-18-2011_English.pdf,,
copper-crossing-solar-project__united-states,5813,Copper Crossing Solar Project,United States,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2019/09/17/september-17-2019-avangrid-renewables-agrees-to-sell-50-interest-in-two-operating-wind-and-solar-projects-in-arizona-to-axium-infrastructure/?lang=en | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.avangrid.com/our-businesses/avangrid-renewables | https://www.axiuminfra.com/wp-content/uploads/2019/09/Press-Release_Avangrid-agrees-to-sell-50-ownership-of-Arizona-Wind-and-Solar-projects-to-Axium_September-2019.pdf,,
cpv-three-rivers-energy-center__united-states,5841,CPV Three Rivers Energy Center,United States,Axium Infrastructure,Power & ET,Active,1,1,4,2-5 after research,medium,30,thin_scorecard,,,,,,,,,https://www.axiuminfra.com/news/page/7/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2020/08/Media-Release_Axium-Invests-in-Three-Rivers-Project.pdf | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://cpv.com/portfolio/cpv-three-rivers/,,
crimson-storage__united-states,5867,Crimson Storage,United States,Axium Infrastructure,Power & ET,Active,1,4,5,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.axiuminfra.com/2022/10/18/october-18-2022-axium-infrastructure-and-canadian-solars-subsidiaries-recurrent-energy-and-csi-energy-storage-announce-operation-of-worlds-largest-single-phase-energy-storage-pro/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2022/10/Axium_News-Release_Crimson-Storage.pdf | https://recurrentenergy.com/archives/8245 | https://recurrentenergy.com/project/crimson/,,
denfield-power-portfolio__canada,5897,Denfield Power Portfolio,Canada,Axium Infrastructure,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2021/01/12/january-12-2021-cordelio-power-sells-49-stake-in-ontario-renewable-power-portfolio-to-axium-infrastructure/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2021/01/Chariot-press-release_01.12.2021_FINAL.pdf | https://cordeliopower.com/ | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
dry-lake-ii-wind-farm__united-states,5924,Dry Lake II Wind Farm,United States,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2019/09/17/september-17-2019-avangrid-renewables-agrees-to-sell-50-interest-in-two-operating-wind-and-solar-projects-in-arizona-to-axium-infrastructure/?lang=en | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.avangrid.com/our-businesses/avangrid-renewables | https://www.axiuminfra.com/wp-content/uploads/2019/09/Press-Release_Avangrid-agrees-to-sell-50-ownership-of-Arizona-Wind-and-Solar-projects-to-Axium_September-2019.pdf,,
edpr-u-s-wind-portfolio__united-states,5952,EDPR U.S. Wind Portfolio,United States,Axium Infrastructure,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/news/page/4/?lang=en&order=ASC | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2015-11-26-axium-infrastructure-press-release.pdf | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-01-20-axium-infrastructure-press-release.pdf | https://www.edpr.com/en,,
edwards-sanborn-1a__united-states,5979,Edwards Sanborn 1A,United States,Axium Infrastructure,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://terra-gen.com/axium-infrastructure-invests-in-phase-1-of-edwards-sanborn-solar-storage-facility/ | https://www.axiuminfra.com/wp-content/uploads/2022/10/Axium_News-Release_Edwards-Sanborn-1A.pdf | https://www.terra-gen.com/projects/ | https://www.axiuminfra.com/author/kmckindsey/page/2/?lang=en,,
edwards-sanborn-1a-1b__united-states,6008,Edwards Sanborn 1A & 1B,United States,Axium Infrastructure,Power & ET,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://terra-gen.com/axium-infrastructure-invests-in-phase-1-of-edwards-sanborn-solar-storage-facility/ | https://terra-gen.com/axium-infrastructure-invests-in-phase-1b-of-the-edwards-sanborn-solar-storage-facility/ | https://www.axiuminfra.com/wp-content/uploads/2024/01/Axium_News-Release_EdSan-1B.pdf | https://www.axiuminfra.com/wp-content/uploads/2022/10/Axium_News-Release_Edwards-Sanborn-1A.pdf,,
etobicoke-general-hospital-phase-1-patient-tower__canada,6035,Etobicoke General Hospital (Phase 1 Patient Tower),Canada,Axium Infrastructure,Social Infra,Active,2,4,7,current 2-5 target,none,4,,,,,,,,,,https://www.axiuminfra.com/2016/05/13/may-13-2016-axium-infrastructure-achieves-financial-close-on-hospital-ppp-in-ontario/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-06-13-Press-Release-Etobicoke_May-2016_website-only_en.pdf | https://www.infrastructureontario.ca/en/what-we-do/projectssearch/etobicoke-general-hospital-phase-1-patient-tower-project/ | https://www.williamoslerhs.ca/en/about-us/etobicoke-general-hospital.aspx | https://www.infrastructureontario.ca/en/what-we-do/projectssearch/etobicoke-general-hospital-redevelopment/ | https://www.walshgroup.com/news/2019/walshcanadacompletesnewpatienttoweratetobicokegeneralhospital.html | https://www.williamoslerhs.ca/en/visiting-us/etobicoke-general-hospital.aspx,,
georgetown-energy-partners__united-states,6069,Georgetown Energy Partners,United States,Axium Infrastructure,Social Infra,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2021/07/16/july-1-2021-engie-north-america-and-axium-infrastructure-reach-financial-close-on-long-term-georgetown-university-energy-infrastructure-partnership-2/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2021/09/2021_07_PR_Axium_Engie-Georgetown-Financial-Close_Final.pdf | https://facilities.georgetown.edu/energizegu-our-game-changing-partnership/ | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
grand-valley-iii-wind-project__canada,6096,Grand Valley III Wind Project,Canada,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2023/03/01/march-1-2023-axium-infrastructure-acquires-75-equity-interest-in-40-mw-operational-wind-project/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2023/03/Press-Release_Grand-Valley-Wind.pdf | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://fengate.com/news/fengate-achieves-financial-close-on-sales-of-three-north-american-renewable-power-investments,,
jimmie-creek-hydroelectric-project__canada,6124,Jimmie Creek Hydroelectric Project,Canada,Axium Infrastructure,Power & ET,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2014/04/24/april-24-2014-alterra-power-and-fiera-axium-announce-partnership-for-jimmie-creek-hydro-project/?lang=en | https://www.axiuminfra.com/2016/08/03/august-3-2016-axium-and-alterra-power-begin-commercial-operations-at-the-jimmie-creek-project/?lang=en | https://www.innergex.com/en/sites/jimmie-creek | https://files.innergex.com/files/documents/Q4-2024-ENGLISH.pdf,,
k2-wind-facility__canada,6154,K2 Wind Facility,Canada,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2016/08/09/august-9-2016-consortium-composed-of-axium-infrastructure-alberta-teachers-retirement-fund-board-and-manulife-financial-corporation-completes-acquisiton-of-interest-in-270-mw-wind-facili/?lang=en | https://www.axiuminfra.com/2019/01/14/december-31-2018-axium-infrastructure-consortium-acquires-additional-equity-interest-in-a-270-mw-wind-facility-in-ontario/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2019/01/Press-Release_Axium-Consortium-acquires-additional-interest-in-K2-Wind_31_12_18.pdf | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
kings-mountain-energy-center__united-states,6182,Kings Mountain Energy Center,United States,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2017/03/16/march-16-2017-axium-infrastructure-closes-acquisition-of-equity-interests-in-natural-gas-power-generation-portfolio-from-capital-dynamics/?lang=en | https://www.prnewswire.com/news-releases/axium-infrastructure-closes-acquisition-of-equity-interests-in-natural-gas-power-generation-portfolio-from-capital-dynamics-616326184.html | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.whitehallandcompany.com/august-28-2018,,
longwood-medical-area-energy-system__united-states,6210,Longwood Medical Area Energy System,United States,Axium Infrastructure,Social Infra,Active,1,2,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2018/04/03/april-3-2018-engie-and-axium-acquire-energy-system-serving-six-harvard-affiliated-medical-institutions-in-the-longwood-medical-area-in-boston/?lang=en | https://www.engie-na.com/longwood_district_energy/ | https://www.matep.com/ | https://www.matep.com/about-us-1/history/,,
mass-ave-housing-partners__united-states,6237,Mass Ave Housing Partners,United States,Axium Infrastructure,Social Infra,Active,1,4,5,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.umass.edu/news/article/umass-amherst-takes-next-steps-build | https://www.umassba.org/sites/umassba.net/files/financial-documents/FINAL-UMBA-FS-FY22.pdf | https://www.umass.edu/news/article/construction-progressing-new-undergraduate-and-graduate-housing-and-student-family | https://www.umass.edu/dean-students/off-campus-life/faqs,,
northwest-british-columbia-hydroelectric-facilities__canada,6267,Northwest British Columbia Hydroelectric Facilities,Canada,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2018/06/22/june-22-2018-consortium-composed-of-axium-infrastructure-and-manulife-financial-corporation-completes-acquisition-of-interest-in-303-mw-hydro-facilities-from-altagas/?lang=en | https://www.axiuminfra.com/2018/12/13/december-13-2018-consortium-composed-of-axium-infrastructure-and-manulife-financial-corporation-to-acquire-additional-55-interest-in-303-mw-hydro-facilities-from-altagas/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2018/06/Press-Release_Axium-consortium-acquires-Northwestern-BC-Hydro_22_06_18.pdf | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
ohio-state-energy-partners__united-states,6295,Ohio State Energy Partners,United States,Axium Infrastructure,Social Infra,Active,1,4,4,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.axiuminfra.com/2017/04/10/april-7-2017-engie-and-axium-secure-50-year-comprehensive-energy-management-contract-with-the-ohio-state-university/?lang=en | https://www.osu.edu/energymanagement/index.php?id=55 | https://busfin.osu.edu/university-business/comprehensive-energy-management/energy-concession-agreement | https://www.osu.edu/energymanagement/index.php?id=67,,
optima-living-joint-ventures__canada,6324,Optima Living Joint Ventures,Canada,Axium Infrastructure,Social Infra,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/wp-content/uploads/2020/11/Website-Release_Project-Gibraltar_Axium_en_v01-1.pdf | https://www.axiuminfra.com/2022/09/23/september-23-2022-optima-living-and-axium-infrastructure-acquire-nearly-1100-beds-in-eight-seniors-communities-in-alberta-and-british-columbia/?lang=en | https://www.axiuminfra.com/2023/10/04/october-4-2023-optima-living-axium-and-desjardins-join-forces-to-accelerate-growth-in-the-continuing-care-industry-in-western-canada/?lang=en | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
port-dover-nanticoke-wind-project__canada,6352,Port Dover & Nanticoke Wind Project,Canada,Axium Infrastructure,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2024/11/27/november-27-2024-axium-infrastructure-to-acquire-equity-interest-in-two-operational-wind-projects/?lang=en | https://www.axiuminfra.com/2024/12/23/december-20-2024-axium-infrastructure-finalizes-the-acquisition-of-an-equity-interest-in-two-operational-wind-projects/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2024/12/Axium_News-Release_Quality-and-PDN-Wind-Projects-closing_Vf.pdf | https://www.capitalpower.com/operations/port-dover-and-nanticoke/,,
puc-transmission-lp__canada,6381,PUC Transmission LP,Canada,Axium Infrastructure,Utilities,Active,1,5,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2024/09/25/september-25-2024-axium-infrastructure-acquires-80-equity-interest-in-regulated-transmission-facilities-to-be-built-in-ontario/?lang=en | https://puctransmissionlp.com/ | https://www.puc.ca/about-puc/ | https://oeb.ca/sites/default/files/PUC%20HOSSM%20Backgrounder-27-08-24-FINAL.pdf,,
quality-wind-project__canada,6412,Quality Wind Project,Canada,Axium Infrastructure,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2024/11/27/november-27-2024-axium-infrastructure-to-acquire-equity-interest-in-two-operational-wind-projects/?lang=en | https://www.axiuminfra.com/2024/12/23/december-20-2024-axium-infrastructure-finalizes-the-acquisition-of-an-equity-interest-in-two-operational-wind-projects/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2024/12/Axium_News-Release_Quality-and-PDN-Wind-Projects-closing_Vf.pdf | https://www.capitalpower.com/operations/quality-wind-facility/,,
ret-north-american-solar-portfolio__united-states-canada,6441,RET North American Solar Portfolio,United States / Canada,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-11-21-press-release_21_11_16.pdf | https://www.axiuminfra.com/page/4/?lang=en&order=ASC | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.prnewswire.com/news-releases/axium-infrastructure-completes-acquisiton-of-north-american-solar-portfolio-602288275.html,,
revera-joint-venture__canada,6469,Revera Joint Venture,Canada,Axium Infrastructure,Social Infra,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2018/04/30/april-30-2018-revera-and-axium-infrastructure-form-a-joint-venture-to-share-ownership-of-32-long-term-care-homes/?lang=en | https://www.axiuminfra.com/2019/07/03/july-3-2019-joint-venture-of-revera-inc-and-axium-infrastructure-expands-with-acquisition-of-arbour-heights-long-term-care-home-in-kingston-ontario/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2019/07/Press-Release_Revera-Axium-consortium-acquires-Arbour-Heights_July-3-2019-1.pdf | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
sea-to-sky-highway__canada,6498,Sea-to-Sky Highway,Canada,Axium Infrastructure,Transportation,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_FieraAxiumInfrastructureCanadaLP_ProjectZapple_Nov302010.pdf | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-07-06-sea-to-sky-highway-bond-financing-en-f.pdf | https://www.infrastructurebc.com/project/sea-to-sky-highway/ | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
slate-creek-wind-project__united-states,6527,Slate Creek Wind Project,United States,Axium Infrastructure,Power & ET,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2016/07/11/july-11-2016-edf-renewable-energy-and-axium-infrastructure-enter-into-an-agreement-to-partner-on-slate-creek-wind-project/?lang=en | https://www.axiuminfra.com/2016/10/11/october-11-2016-edf-renewable-energy-and-axium-infrastructure-close-on-agreement-to-partner-on-slate-creek-wind-project/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_2016-10-11-close-of-slate-creek-transaction.pdf | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
sorel-tracy-detention-centre__canada,6556,Sorel-Tracy Detention Centre,Canada,Axium Infrastructure,Social Infra,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/wp-content/uploads/2016/12/EN_Sorel-Tracy-Detention-Centre-news-Fiera-Axium-EN.pdf | https://www.pppcouncil.ca/projects/sorel-tracy-detention-centre | https://pomerleau.ca/en/projects/project/sorel-tracy-detention-centre | https://www.sqi.gouv.qc.ca/fileadmin/a_propos/publications/rapports_annuels/ra_sqi-2016-2017.pdf,,
swiftsure-housing-partners-broadview-at-vanderbilt__united-states,6585,Swiftsure Housing Partners (Broadview at Vanderbilt),United States,Axium Infrastructure,Social Infra,Active,1,5,5,current 2-5 target,medium,25,excessive_other_milestones,,,,,,,,,https://www.axiuminfra.com/portfolio-assets/?lang=en | https://bbcampussolutions.com/balfour-beatty-campus-solutions-to-develop-mixed-use-student-housing-project-for-vanderbilt-university/ | https://www.balfourbeatty.com/media-centre/latest/balfour-beatty-campus-solutions-to-develop-mixed-use-student-housing-project-for-vanderbilt-university/ | https://www.balfourbeatty.com/media-centre/latest/balfour-beatty-campus-solutions-student-housing-development-at-vanderbilt-university-earns-leed-gold-certification/ | https://www.bdconnect.com/bd-partners-with-vanderbilt-university-to-deliver-their-new-p3-graduate-village/,,
travers-solar-project__canada,6616,Travers Solar Project,Canada,Axium Infrastructure,Power & ET,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.axiuminfra.com/2023/01/24/january-24-2023-axium-infrastructure-acquires-the-travers-solar-project-located-in-alberta/?lang=en | https://www.axiuminfra.com/wp-content/uploads/2023/01/Axium_Travers-Solar-Acquisition_1.24.2023.pdf | https://greengatepower.com/portfolio/travers-solar | https://www.axiuminfra.com/portfolio-assets/?lang=en,,
upper-peninsula-power-company-uppco__united-states,6644,Upper Peninsula Power Company (UPPCO),United States,Axium Infrastructure,Utilities,Active,1,4,4,current 2-5 target,none,0,,,,,,,,,,https://www.uppco.com/ | https://www.axiuminfra.com/2021/07/01/june-4-2021-axium-infrastructure-completes-the-acquisition-of-regulated-electric-utility-provider-in-michigans-upper-peninsula/?lang=en | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://mi-psc.my.site.com/sfc/servlet.shepherd/version/download/068t000000Oo3OFAAZ,,
wind-energy-transmission-texas-llc-wett__united-states,6674,"Wind Energy Transmission Texas, LLC (WETT)",United States,Axium Infrastructure,Utilities,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://www.wettllc.com/ | https://www.wettllc.com/about/ | https://www.axiuminfra.com/portfolio-assets/?lang=en | https://www.axiuminfra.com/2025/05/13/march-24-2025-axium-infrastructure-acquires-additional-interest-in-regulated-electric-transmission-provider-in-texas/?lang=en,,
envirospark__united-states,6702,EnviroSpark,United States,Basalt Infrastructure Partners,Power & ET,Active,1,3,3,current 2-5 target,none,0,,,,,,,,,,https://envirosparkenergy.com/ | https://www.basaltinfra.com/portfolio/envirospark/ | https://www.prnewswire.com/news-releases/ev-charging-company-envirospark-secures-50-million-investment-from-basalt-infrastructure-partners-302134720.html,,
fatbeam__united-states,6730,Fatbeam,United States,Basalt Infrastructure Partners,Digital,Active,1,2,5,current 2-5 target,none,0,,,,,,,,,,https://www.fatbeamfiber.com/ | https://www.fatbeamfiber.com/our-network | https://www.basaltinfra.com/portfolio/fatbeam/ | https://www.basaltinfra.com/2023/03/27/basalt-infrastructure-partners-enters-into-agreement-to-acquire-fatbeam/ | https://www.fatbeamfiber.com/media-news/fatbeam-is-growing,,
fortbrand__united-states-canada,6759,Fortbrand,United States / Canada,Basalt Infrastructure Partners,Transportation,Active,1,3,4,current 2-5 target,none,0,,,,,,,,,,https://fortbrand.com/ | https://www.basaltinfra.com/portfolio/fortbrand/ | https://www.basaltinfra.com/2023/09/07/basalt-infrastructure-partners-acquires-fortbrand-from-wincove-private-holdings/ | https://fortbrand.com/fortbrand-acquires-xced-to-expand-national-reach-and-enhance-service-capabilities/,,
go-lime__canada,6787,Go Lime,Canada,Basalt Infrastructure Partners,Power & ET,Active,1,3,5,current 2-5 target,none,0,,,,,,,,,,https://golime.com/ | https://golime.com/pages/golime-at-home-depot | https://golime.com/pages/golime-service-areas | https://www.linkedin.com/posts/basalt-infrastructure-partners_basalt-is-delighted-to-announce-that-funds-activity-7407062350589218816-ceKW | https://www.dcadvisory.com/news-deals-insights/deal-announcements/dc-advisory-advises-basalt-infrastructure-partners-on-its-parallel-acquisition-and-subsequent-merger-of-go-lime-and-simply-green-home-services/,,
habitat-solar__united-states,6817,Habitat Solar,United States,Basalt Infrastructure Partners,Power & ET,Active,1,1,4,2-5 after research,medium,30,thin_scorecard,,,,,,,,,https://www.marketscreener.com/quote/stock/ARES-MANAGEMENT-CORPORATI-50061101/news/Basalt-III-managed-by-Basalt-Infrastructure-Partners-LLP-and-IGS-Solar-LLC-acquired-unknown-stake-i-33649345/ | https://www.basaltinfra.com/portfolio/habitat-solar/ | https://www.basaltinfra.com/wp-content/uploads/2023/05/Annual-ESG-Report-2022-website.pdf | https://www.igssolar.com/,,
